recipe_name,recipe_cuisine_name,ingredient_name,ingredient_full_name,ingredient_weight,ingredient_kcal,ingredient_carbs
Lahmacun,Turkish,onions,"1 onion, finely chopped",125.0,50.0,11.675
Lahmacun,Turkish,parsley,1/2 cup chopped parsley,30.0,10.8,1.899
Lahmacun,Turkish,paprika,2 tsp paprika,4.6,12.971999999999998,2.484
Lahmacun,Turkish,salt,Salt and pepper to taste,10.033129419,0.0,0.0
Lahmacun,Turkish,lemon,Lemon wedges for serving,7.0,2.03,0.6524000000000001
Gutap,Turkmen,flour,300 grams flour,300.0,1092.0,228.9
Gutap,Turkmen,spinach,"200 grams spinach, chopped",200.0,46.0,7.26
Gutap,Turkmen,dried thyme,"100 grams mixed herbs (dill, parsley, green onions), chopped",100.0,276.0,63.9
Gutap,Turkmen,cheddar cheese,"50 grams cheese, grated (optional)",50.0,201.5,1.685
Gutap,Turkmen,water,Water as needed,0.0,0.0,0.0
Gutap,Turkmen,salt,Salt to taste,3.9,0.0,0.0
Gutap,Turkmen,oil,Cooking oil for frying,8.84,867.0714,0.0
Palaw,Turkmen,lamb,"500 grams lamb, cubed",500.0,3240.0,0.0
Palaw,Turkmen,long grain rice,"2 cups long-grain rice, washed and drained",370.0,1350.5,296.0
Palaw,Turkmen,carrots,"3 carrots, grated",183.0,75.03,17.5314
Palaw,Turkmen,onions,"2 onions, finely chopped",250.0,100.0,23.35
Palaw,Turkmen,saffron,1 tsp Turkmen saffron,0.7,2.17,0.4578
Palaw,Turkmen,salt,Salt and pepper to taste,7.8222000000000005,0.0,0.0
Palaw,Turkmen,oil,Cooking oil,17.73032,156.73602879999999,0.0
Shurpa,Turkmen,lamb,"500 grams lamb, cut into chunks",500.0,3240.0,0.0
Shurpa,Turkmen,potato,"3 potatoes, peeled and cubed",639.0,492.03,111.825
Shurpa,Turkmen,carrots,"2 carrots, chopped",122.0,50.02,11.6876
Shurpa,Turkmen,onions,"1 onion, chopped",125.0,50.0,11.675
Shurpa,Turkmen,red bell pepper,"1 bell pepper, chopped",119.0,30.94,7.175700000000001
Shurpa,Turkmen,dried thyme,"1 bouquet garni (parsley, dill, coriander)",7.2,19.872,4.6008
Shurpa,Turkmen,salt,Salt and pepper to taste,9.0732,0.0,0.0
Shurpa,Turkmen,water,Water as needed,0.0,0.0,0.0
Bara Brith,Welsh,dried peach,"300 grams mixed dried fruit (raisins, currants, sultanas)",300.0,717.0,183.9
Bara Brith,Welsh,black tea,250 ml hot black tea,250.2237679936382,2.502237679936382,0.7506713039809146
Bara Brith,Welsh,flour,225 grams self-raising flour,225.0,819.0,171.675
Bara Brith,Welsh,brown sugar,100 grams brown sugar,100.0,380.0,98.1
Bara Brith,Welsh,dried thyme,1 tsp mixed spice,1.0,2.76,0.639
Bara Brith,Welsh,egg,"1 egg, beaten",43.0,61.49,0.3096
Cawl,Welsh,lamb shoulder,"500 grams lamb shoulder, cut into chunks",500.0,1320.0,0.0
Cawl,Welsh,potato,"3 large potatoes, peeled and cubed",1107.0,852.39,193.725
Cawl,Welsh,carrots,"2 carrots, peeled and sliced",122.0,50.02,11.6876
Cawl,Welsh,leek,"2 leeks, cleaned and sliced",178.0,108.58,25.276
Cawl,Welsh,onions,"1 onion, chopped",125.0,50.0,11.675
Cawl,Welsh,water,Water or lamb stock as needed,0.0,0.0,0.0
Cawl,Welsh,salt,Salt and pepper to taste,12.192,0.0,0.0
Cawl,Welsh,parsley,"Fresh parsley, chopped",20.32,7.3152,1.2862559999999998
Welsh Rarebit,Welsh,butter,2 tbsp butter,28.4,203.628,0.01704
Welsh Rarebit,Welsh,flour,2 tbsp flour,15.624999999735829,56.874999999038415,11.921874999798439
Welsh Rarebit,Welsh,stout,"1/2 cup beer, preferably a stout or ale",118.8,51.083999999999996,4.2174
Welsh Rarebit,Welsh,cheddar cheese,"1 1/2 cups strong cheddar cheese, grated",198.0,797.94,6.6726
Welsh Rarebit,Welsh,mustard,1 tsp English mustard,5.0,3.0,0.2915
Welsh Rarebit,Welsh,worcestershire sauce,1 tsp Worcestershire sauce,5.729166666957256,4.411458333557087,1.100000000055793
Welsh Rarebit,Welsh,salt,Salt and pepper to taste,2.9253250000001585,0.0,0.0
Welsh Rarebit,Welsh,bread,"4 slices of bread, toasted",116.0,317.84,55.1
